timestamp,value_ms
2025-12-28 15:42:24 -0800,108.046
2025-12-28 17:44:39 -0800,108.908
2025-12-28 19:34:03 -0800,79.7048
2025-12-28 23:38:27 -0800,148.325
2025-12-29 01:02:40 -0800,88.2598
2025-12-29 03:02:34 -0800,76.6066
2025-12-29 05:02:38 -0800,124.922
2025-12-29 07:02:37 -0800,191.74
2025-12-29 09:04:13 -0800,167.085
2025-12-29 13:43:38 -0800,99.7755
2025-12-29 20:15:40 -0800,87.1232
2025-12-29 21:05:00 -0800,81.4497
2025-12-29 23:04:49 -0800,153.139
2025-12-30 01:34:19 -0800,183.316
2025-12-30 03:02:39 -0800,115.089
2025-12-30 05:02:43 -0800,84.2015
2025-12-30 07:02:41 -0800,123.349
2025-12-30 09:02:39 -0800,124.808
2025-12-30 12:07:02 -0800,52.5252
2025-12-30 13:28:02 -0800,137.206
2025-12-30 17:21:43 -0800,145.033
2025-12-30 18:22:28 -0800,112.117
2025-12-30 19:02:38 -0800,77.5193
2025-12-30 21:05:50 -0800,62.5754
2025-12-30 23:02:42 -0800,115.21
2025-12-31 01:50:17 -0800,146.095
2025-12-31 03:02:38 -0800,87.9273
2025-12-31 05:02:41 -0800,126.319
2025-12-31 07:02:39 -0800,88.6261
2025-12-31 09:02:41 -0800,235.1
2025-12-31 12:14:10 -0800,100.593
2025-12-31 13:54:01 -0800,96.639
2025-12-31 15:19:28 -0800,136.839
2025-12-31 18:00:49 -0800,65.777
2025-12-31 20:55:08 -0800,61.8989
2026-01-01 03:14:33 -0800,136.681
2026-01-01 05:02:36 -0800,45.9798
2026-01-01 07:02:39 -0800,122.889
2026-01-01 09:02:37 -0800,168.284
2026-01-01 11:07:22 -0800,112.706
2026-01-01 19:07:22 -0800,142.928
2026-01-01 19:38:31 -0800,160.252
2026-01-01 21:45:20 -0800,132.62
2026-01-02 02:15:58 -0800,101.836
2026-01-02 03:02:41 -0800,102.438
2026-01-02 05:02:40 -0800,146.515
2026-01-02 07:02:41 -0800,109.268
2026-01-02 09:02:41 -0800,120.096
2026-01-02 11:55:48 -0800,47.4632
2026-01-02 20:34:07 -0800,32.9343
2026-01-02 21:35:50 -0800,98.6152
2026-01-03 03:10:39 -0800,81.2921
2026-01-03 03:13:24 -0800,89.3775
2026-01-03 05:02:42 -0800,69.8982
2026-01-03 07:02:37 -0800,96.7878
2026-01-03 09:02:36 -0800,189.756
2026-01-03 12:46:31 -0800,99.0827
2026-01-03 15:21:52 -0800,78.1831
2026-01-03 23:42:50 -0800,100.488
2026-01-04 10:06:30 -0800,67.6048
2026-01-04 11:42:55 -0800,93.3645
2026-01-04 14:44:50 -0800,100.782
2026-01-04 17:07:38 -0800,104.615
2026-01-04 22:45:47 -0800,61.6056
2026-01-04 22:46:51 -0800,71.757
2026-01-05 09:09:25 -0800,95.6202
2026-01-05 10:38:50 -0800,120.108
2026-01-05 14:53:58 -0800,59.3101
2026-01-05 16:51:21 -0800,91.0938
2026-01-05 18:38:33 -0800,162.144
2026-01-05 20:38:49 -0800,100.576
2026-01-05 22:40:44 -0800,104.011
2026-01-06 01:04:48 -0800,54.5664
2026-01-06 02:38:51 -0800,114.06
2026-01-06 04:38:51 -0800,268.685
2026-01-06 06:38:45 -0800,276.615
2026-01-06 08:48:12 -0800,76.9806
2026-01-06 11:02:38 -0800,70.8354
2026-01-06 13:11:19 -0800,95.4672
2026-01-06 14:40:58 -0800,181.578
2026-01-06 16:51:57 -0800,109.396
2026-01-06 20:43:30 -0800,49.5793
2026-01-07 12:26:26 -0800,144.432
2026-01-07 13:42:51 -0800,112.683
2026-01-07 16:18:49 -0800,64.3015
2026-01-08 00:51:57 -0800,183.582
2026-01-08 01:30:15 -0800,65.8215
2026-01-08 03:30:16 -0800,118.946
2026-01-08 05:30:13 -0800,88.9641
2026-01-08 07:30:02 -0800,78.6027
2026-01-08 09:42:56 -0800,76.0557
2026-01-08 12:13:07 -0800,170.01
2026-01-08 15:59:32 -0800,60.7796
2026-01-08 17:36:41 -0800,127.688
2026-01-08 22:00:45 -0800,51.2485
2026-01-09 00:49:07 -0800,150.93
2026-01-09 01:30:25 -0800,70.4514
2026-01-09 03:30:11 -0800,131.89
2026-01-09 05:30:15 -0800,151.455
2026-01-09 07:30:03 -0800,110.065
2026-01-09 09:32:18 -0800,65.1071
2026-01-09 11:42:00 -0800,147.76
2026-01-09 13:32:55 -0800,127.365
2026-01-09 15:56:23 -0800,94.924
2026-01-09 19:11:25 -0800,105.21
2026-01-10 02:01:51 -0800,143.49
2026-01-10 03:31:48 -0800,90.6293
2026-01-10 14:13:06 -0800,142.352
2026-01-10 20:26:01 -0800,147.898
2026-01-10 23:32:20 -0800,79.2603
2026-01-11 01:33:31 -0800,99.3848
2026-01-11 03:30:12 -0800,103.368
2026-01-11 05:30:12 -0800,153.896
2026-01-11 07:30:01 -0800,115.105
2026-01-11 09:36:23 -0800,98.968
2026-01-11 11:35:44 -0800,100.724
2026-01-11 14:59:52 -0800,81.1286
2026-01-11 15:31:55 -0800,92.5136
2026-01-11 22:54:59 -0800,151.387
2026-01-11 23:04:25 -0800,101.506
2026-01-11 23:30:28 -0800,124.956
2026-01-12 01:30:14 -0800,151.237
2026-01-12 03:30:08 -0800,117.429
2026-01-12 05:35:30 -0800,109.208
2026-01-12 07:30:15 -0800,137.472
2026-01-12 09:30:41 -0800,149.507
2026-01-12 15:44:20 -0800,116.559
2026-01-12 18:48:27 -0800,115.557
2026-01-12 21:48:00 -0800,96.6898
2026-01-13 00:10:14 -0800,155.714
2026-01-13 01:30:11 -0800,151.473
2026-01-13 03:30:49 -0800,97.0294
2026-01-13 05:30:16 -0800,102.735
2026-01-13 08:20:23 -0800,96.7767
2026-01-13 09:38:13 -0800,55.566
2026-01-13 16:04:08 -0800,96.697
2026-01-13 16:17:01 -0800,91.758
2026-01-14 00:18:14 -0800,137.908
2026-01-14 00:28:59 -0800,132.295
2026-01-14 01:30:13 -0800,81.4695
2026-01-14 03:30:12 -0800,127.172
2026-01-14 05:30:13 -0800,156.323
2026-01-14 08:02:37 -0800,106.192
2026-01-14 10:05:39 -0800,62.2337
2026-01-14 11:47:44 -0800,220.291
2026-01-14 13:30:12 -0800,77.7303
2026-01-14 16:57:09 -0800,89.1189
2026-01-14 17:37:52 -0800,109.301
2026-01-14 21:31:31 -0800,107.094
2026-01-14 23:47:13 -0800,66.7735
2026-01-15 01:30:12 -0800,111.519
2026-01-15 03:30:13 -0800,119.833
2026-01-15 05:31:00 -0800,116.496
2026-01-15 07:30:15 -0800,131.466
2026-01-15 14:15:04 -0800,93.4834
2026-01-15 15:39:37 -0800,63.9784
2026-01-15 17:30:22 -0800,94.4187
2026-01-15 21:37:04 -0800,133.597
2026-01-16 01:30:13 -0800,95.2877
2026-01-16 03:30:49 -0800,118.746
2026-01-16 05:31:06 -0800,111.361
2026-01-16 07:30:01 -0800,76.7137
2026-01-16 09:30:31 -0800,110.387
2026-01-16 11:30:52 -0800,80.6333
2026-01-16 15:04:00 -0800,80.519
2026-01-16 15:33:38 -0800,98.4147
2026-01-16 22:17:05 -0800,92.0794
2026-01-17 01:26:56 -0800,101.435
2026-01-17 01:31:27 -0800,70.8298
2026-01-17 03:30:12 -0800,96.0219
2026-01-17 05:30:14 -0800,150.979
2026-01-17 07:30:12 -0800,132.559
2026-01-17 09:30:14 -0800,107.258
2026-01-17 21:34:37 -0800,99.8601
2026-01-18 01:09:51 -0800,112.326
2026-01-18 01:30:16 -0800,92.6223
2026-01-18 03:30:12 -0800,116.3
2026-01-18 05:30:15 -0800,207.737
2026-01-18 07:30:09 -0800,113.773
2026-01-18 09:31:48 -0800,141.548
2026-01-18 11:40:15 -0800,91.2125
2026-01-18 16:08:31 -0800,136.792
2026-01-18 18:03:08 -0800,113.791
2026-01-18 21:16:04 -0800,52.5481
2026-01-18 21:35:20 -0800,65.3519
2026-01-19 01:57:12 -0800,164.691
2026-01-19 02:53:04 -0800,74.2599
2026-01-19 04:52:19 -0800,156.296
2026-01-19 06:52:17 -0800,131.724
2026-01-19 08:52:47 -0800,158.225
2026-01-19 11:48:03 -0800,73.6409
2026-01-19 14:39:24 -0800,128.265
2026-01-19 15:14:39 -0800,71.5855
2026-01-19 16:53:08 -0800,78.9326
2026-01-19 21:28:24 -0800,109.493
2026-01-19 23:31:00 -0800,110.463
2026-01-20 00:52:20 -0800,120.192
2026-01-20 02:52:57 -0800,114.522
2026-01-20 04:52:18 -0800,94.0253
2026-01-20 06:52:18 -0800,124.595
2026-01-20 09:11:48 -0800,93.6433
2026-01-20 10:54:56 -0800,81.7975
2026-01-20 12:59:09 -0800,68.3007
2026-01-20 17:14:26 -0800,88.185
2026-01-20 21:24:45 -0800,101.861
2026-01-20 23:23:22 -0800,195.205
2026-01-21 00:52:33 -0800,78.0867
2026-01-21 02:52:13 -0800,133.633
2026-01-21 04:52:19 -0800,72.5321
2026-01-21 07:41:53 -0800,87.9949
2026-01-21 12:15:41 -0800,78.6367
2026-01-21 13:23:35 -0800,84.4999
2026-01-21 15:43:32 -0800,110.858
2026-01-21 19:19:41 -0800,16.1601
2026-01-22 00:52:11 -0800,119.856
2026-01-22 00:53:22 -0800,135.55
2026-01-22 02:52:19 -0800,110.379
2026-01-22 04:52:19 -0800,86.9984
2026-01-22 06:52:25 -0800,86.1623
2026-01-22 09:00:15 -0800,51.446
2026-01-22 12:55:07 -0800,105.936
2026-01-22 15:15:03 -0800,114.724
2026-01-22 20:07:43 -0800,66.8139
2026-01-23 01:17:17 -0800,134.925
2026-01-23 02:52:14 -0800,219.359
2026-01-23 04:52:19 -0800,104.51
2026-01-23 06:52:40 -0800,186.769
2026-01-23 09:13:48 -0800,63.629
2026-01-23 13:16:13 -0800,142.912
2026-01-23 13:37:32 -0800,157.197
2026-01-23 15:22:03 -0800,81.1123
2026-01-23 17:08:41 -0800,61.1046
2026-01-23 20:39:31 -0800,24.0604
2026-01-24 01:44:15 -0800,63.8134
2026-01-24 02:52:43 -0800,102.742
2026-01-24 13:30:35 -0800,67.2282
2026-01-24 18:39:34 -0800,129.416
2026-01-24 18:40:35 -0800,88.3803
2026-01-24 19:14:02 -0800,70.08
2026-01-24 20:59:32 -0800,86.5585
2026-01-24 22:56:12 -0800,113.65
2026-01-25 02:18:56 -0800,62.9943
2026-01-25 02:52:18 -0800,71.6557
2026-01-25 04:52:18 -0800,94.6731
2026-01-25 06:52:17 -0800,85.2819
2026-01-25 08:52:20 -0800,122.036
2026-01-25 11:24:40 -0800,68.5785
2026-01-25 12:52:20 -0800,70.2606
2026-01-25 14:52:12 -0800,100.42
2026-01-25 17:13:01 -0800,181.727
2026-01-26 01:45:42 -0800,92.8258
2026-01-26 03:46:31 -0800,107.864
2026-01-26 05:45:39 -0800,92.0457
2026-01-26 08:02:43 -0800,99.196
2026-01-26 10:26:59 -0800,119.346
2026-01-26 11:46:22 -0800,81.4287
2026-01-26 14:00:34 -0800,96.8739
2026-01-26 15:49:06 -0800,116.98
2026-01-26 18:17:03 -0800,84.8957
2026-01-26 19:46:37 -0800,81.8383
2026-01-27 01:30:15 -0800,111.438
2026-01-27 01:46:33 -0800,62.8766
2026-01-27 03:45:40 -0800,86.6637
2026-01-27 05:45:41 -0800,155.177
2026-01-27 07:45:37 -0800,117.32
2026-01-27 10:08:40 -0800,94.4769
2026-01-27 12:08:11 -0800,92.0777
2026-01-27 13:51:43 -0800,97.988
2026-01-27 15:58:22 -0800,123.56
2026-01-27 17:45:49 -0800,117.016
2026-01-27 21:25:46 -0800,30.4018
2026-01-27 22:18:09 -0800,60.2103
2026-01-28 00:18:51 -0800,92.4825
2026-01-28 01:46:16 -0800,93.232
2026-01-28 03:45:43 -0800,99.144
2026-01-28 05:45:41 -0800,141.268
2026-01-28 07:45:32 -0800,99.8382
2026-01-28 10:13:05 -0800,186.939
2026-01-28 12:37:30 -0800,180.921
2026-01-28 13:46:20 -0800,77.707
2026-01-28 15:59:38 -0800,128.904
2026-01-28 18:40:24 -0800,95.1716
2026-01-28 19:46:56 -0800,84.1229
2026-01-28 22:05:49 -0800,60.7649
2026-01-28 23:54:57 -0800,78.6762
2026-01-29 01:45:41 -0800,88.0266
2026-01-29 03:45:40 -0800,118.716
2026-01-29 05:45:40 -0800,233.311
2026-01-29 08:56:47 -0800,64.9466
2026-01-29 11:53:14 -0800,93.9567
2026-01-29 12:15:30 -0800,59.4816
2026-01-29 13:51:05 -0800,89.8016
2026-01-29 15:59:34 -0800,72.5937
2026-01-29 20:40:33 -0800,59.0045
2026-01-29 22:11:08 -0800,96.6811
2026-01-30 01:16:34 -0800,62.1527
2026-01-30 01:45:39 -0800,78.9636
2026-01-30 03:45:43 -0800,114.11
2026-01-30 05:45:41 -0800,132.011
2026-01-30 07:45:55 -0800,103.184
2026-01-30 09:51:47 -0800,100.9
2026-01-30 11:46:26 -0800,107.551
2026-01-30 14:37:23 -0800,79.6995
2026-01-30 16:04:48 -0800,84.9972
2026-01-30 20:17:21 -0800,29.7867
2026-01-31 00:56:26 -0800,97.5492
2026-01-31 02:33:47 -0800,174.18
2026-01-31 03:45:43 -0800,109.631
2026-01-31 05:45:37 -0800,165.671
2026-01-31 07:45:41 -0800,120.958
2026-01-31 10:31:30 -0800,78.6257
2026-01-31 13:52:22 -0800,93.0871
2026-01-31 13:53:27 -0800,110.382
2026-02-01 02:05:12 -0800,92.9096
2026-02-01 02:45:31 -0800,83.1012
2026-02-01 04:45:35 -0800,111.425
2026-02-01 06:45:30 -0800,86.9005
2026-02-01 08:45:33 -0800,164.365
2026-02-01 11:36:34 -0800,118.691
2026-02-01 12:46:35 -0800,65.383
2026-02-01 15:04:14 -0800,110.844
2026-02-01 16:53:33 -0800,69.6169
2026-02-01 21:12:02 -0800,46.5731
2026-02-01 22:56:06 -0800,74.5702
2026-02-02 01:36:00 -0800,161.922
2026-02-02 02:45:34 -0800,177.589
2026-02-02 04:45:33 -0800,163.261
2026-02-02 06:45:30 -0800,149.021
2026-02-02 08:47:45 -0800,163.819
2026-02-02 12:46:03 -0800,113.994
2026-02-02 14:47:08 -0800,125.759
2026-02-02 19:00:40 -0800,66.8898
2026-02-02 21:41:15 -0800,100.231
2026-02-02 23:55:33 -0800,90.4467
2026-02-03 00:45:33 -0800,91.263
2026-02-03 02:45:33 -0800,153.243
2026-02-03 04:45:28 -0800,186.03
2026-02-03 06:45:34 -0800,115.486
2026-02-03 09:12:04 -0800,34.6986
2026-02-03 10:46:21 -0800,75.594
2026-02-03 14:23:15 -0800,72.0935
2026-02-03 14:46:44 -0800,81.5844
2026-02-03 17:15:41 -0800,138.518
2026-02-03 21:12:45 -0800,46.9495
2026-02-04 00:29:15 -0800,126.445
2026-02-04 01:02:14 -0800,108.799
2026-02-04 02:45:34 -0800,72.5454
2026-02-04 04:45:36 -0800,126.657
2026-02-04 06:46:31 -0800,112.036
2026-02-04 08:45:53 -0800,104.766
2026-02-04 11:41:22 -0800,148.111
2026-02-04 12:52:32 -0800,115.774
2026-02-04 15:08:58 -0800,86.487
2026-02-04 20:16:20 -0800,67.946
2026-02-04 20:56:14 -0800,151.402
2026-02-05 02:07:17 -0800,111.961
2026-02-05 02:45:37 -0800,77.689
2026-02-05 04:45:35 -0800,104.16
2026-02-05 06:46:11 -0800,98.9564
2026-02-05 09:19:03 -0800,48.8629
2026-02-05 10:46:14 -0800,87.0498
2026-02-05 13:15:49 -0800,91.4699
2026-02-05 15:22:34 -0800,96.8076
2026-02-05 17:05:04 -0800,105.898
2026-02-06 08:37:43 -0800,68.2248
2026-02-06 09:07:20 -0800,69.7636
2026-02-06 10:58:10 -0800,95.4972
2026-02-06 13:47:04 -0800,78.7733
2026-02-06 15:54:25 -0800,72.119
2026-02-06 21:04:20 -0800,39.236
2026-02-06 23:00:01 -0800,56.3165
2026-02-07 01:09:16 -0800,74.6981
2026-02-07 02:45:33 -0800,57.8335
2026-02-07 04:45:54 -0800,120.918
2026-02-07 06:45:32 -0800,105.473
2026-02-07 08:45:31 -0800,85.8715
2026-02-07 18:20:14 -0800,84.9442
2026-02-07 19:22:27 -0800,89.6645
2026-02-08 02:13:08 -0800,201.621
2026-02-08 03:28:49 -0800,120.536
2026-02-08 05:17:21 -0800,124.942
2026-02-08 07:16:47 -0800,114.667
2026-02-08 09:17:26 -0800,164.864
2026-02-08 11:35:24 -0800,110.764
2026-02-10 13:23:21 -0800,110.078
2026-02-10 15:25:17 -0800,101.513
2026-02-10 17:22:49 -0800,83.858
2026-02-10 20:21:25 -0800,110.959
2026-02-11 05:26:33 -0800,144.191
2026-02-11 07:32:39 -0800,89.1391
2026-02-11 09:21:12 -0800,130.237
2026-02-11 12:18:36 -0800,137.81
2026-02-11 13:26:51 -0800,112.217
2026-02-11 15:27:06 -0800,118.968
2026-02-11 18:07:27 -0800,94.6668
2026-02-11 20:06:36 -0800,98.8874
2026-02-11 21:18:26 -0800,61.9844
2026-02-12 06:47:18 -0800,70.3054
2026-02-12 08:12:35 -0800,92.0668
2026-02-12 13:59:34 -0800,135.455
2026-02-12 16:14:40 -0800,81.5448
2026-02-12 17:34:04 -0800,127.037
2026-02-12 23:47:23 -0800,73.735
2026-02-13 00:15:23 -0800,68.1865
2026-02-13 01:31:45 -0800,63.0468
2026-02-14 11:44:50 -0800,128.063
2026-02-14 14:20:28 -0800,10.6025
2026-02-14 15:46:57 -0800,20.9998
2026-02-14 17:40:53 -0800,43.865
